name,location,type,rank,rating,feesPerYear,description,website,phone,email,established,courses
Mysuru PU College 125,Mysuru,PU,133,4.9,979008,"PU college in Mysuru, Karnataka",https://mysurupucollege125.edu.in,,info@mysurupucollege125.edu.in,2020,PUC Science|Commerce|Arts
Tumakuru Degree College 126,Tumakuru,Degree,283,3.7,663992,"Degree college in Tumakuru, Karnataka",https://tumakurudegreecollege126.edu.in,,info@tumakurudegreecollege126.edu.in,2013,BA|BSc|BCom|BBA|BCA
Shivamogga Degree College 127,Shivamogga,Degree,330,4.6,986810,"Degree college in Shivamogga, Karnataka",https://shivamoggadegreecollege127.edu.in,,info@shivamoggadegreecollege127.edu.in,1966,BA|BSc|BCom|BBA|BCA
Dakshina Kannada Medical College 128,Dakshina Kannada,Medical,131,3.9,299388,"Medical college in Dakshina Kannada, Karnataka",https://dakshinakannadamedicalcollege128.edu.in,,info@dakshinakannadamedicalcollege128.edu.in,1993,MBBS|MD|MS|BDS
Mysuru Degree College 129,Mysuru,Degree,271,4.5,537404,"Degree college in Mysuru, Karnataka",https://mysurudegreecollege129.edu.in,,info@mysurudegreecollege129.edu.in,1996,BA|BSc|BCom|BBA|BCA
Bidar Medical College 130,Bidar,Medical,243,4.0,180892,"Medical college in Bidar, Karnataka",https://bidarmedicalcollege130.edu.in,,info@bidarmedicalcollege130.edu.in,1988,MBBS|MD|MS|BDS
Ballari PU College 131,Ballari,PU,16,4.6,1475890,"PU college in Ballari, Karnataka",https://ballaripucollege131.edu.in,,info@ballaripucollege131.edu.in,1999,PUC Science|Commerce|Arts
Dharwad PU College 132,Dharwad,PU,480,4.1,869923,"PU college in Dharwad, Karnataka",https://dharwadpucollege132.edu.in,,info@dharwadpucollege132.edu.in,2007,PUC Science|Commerce|Arts
Udupi Engineering College 133,Udupi,Engineering,53,4.6,146031,"Engineering college in Udupi, Karnataka",https://udupiengineeringcollege133.edu.in,,info@udupiengineeringcollege133.edu.in,2003,CSE|ECE|ME|Civil|AI|DS
Tumakuru Degree College 134,Tumakuru,Degree,91,4.8,302513,"Degree college in Tumakuru, Karnataka",https://tumakurudegreecollege134.edu.in,,info@tumakurudegreecollege134.edu.in,2013,BA|BSc|BCom|BBA|BCA
Tumakuru Engineering College 135,Tumakuru,Engineering,70,4.3,1115631,"Engineering college in Tumakuru, Karnataka",https://tumakuruengineeringcollege135.edu.in,,info@tumakuruengineeringcollege135.edu.in,1976,CSE|ECE|ME|Civil|AI|DS
Dakshina Kannada Engineering College 136,Dakshina Kannada,Engineering,434,3.6,394929,"Engineering college in Dakshina Kannada, Karnataka",https://dakshinakannadaengineeringcollege136.edu.in,,info@dakshinakannadaengineeringcollege136.edu.in,1963,CSE|ECE|ME|Civil|AI|DS
Bidar Engineering College 137,Bidar,Engineering,276,4.4,701815,"Engineering college in Bidar, Karnataka",https://bidarengineeringcollege137.edu.in,,info@bidarengineeringcollege137.edu.in,2013,CSE|ECE|ME|Civil|AI|DS
Raichur Degree College 138,Raichur,Degree,193,3.9,1310672,"Degree college in Raichur, Karnataka",https://raichurdegreecollege138.edu.in,,info@raichurdegreecollege138.edu.in,1956,BA|BSc|BCom|BBA|BCA
Bidar Degree College 139,Bidar,Degree,470,3.7,899771,"Degree college in Bidar, Karnataka",https://bidardegreecollege139.edu.in,,info@bidardegreecollege139.edu.in,2000,BA|BSc|BCom|BBA|BCA
Koppal Engineering College 140,Koppal,Engineering,208,4.7,251767,"Engineering college in Koppal, Karnataka",https://koppalengineeringcollege140.edu.in,,info@koppalengineeringcollege140.edu.in,1952,CSE|ECE|ME|Civil|AI|DS
Shivamogga Engineering College 141,Shivamogga,Engineering,476,3.6,664458,"Engineering college in Shivamogga, Karnataka",https://shivamoggaengineeringcollege141.edu.in,,info@shivamoggaengineeringcollege141.edu.in,2017,CSE|ECE|ME|Civil|AI|DS
Davangere Engineering College 142,Davangere,Engineering,474,3.6,1177815,"Engineering college in Davangere, Karnataka",https://davangereengineeringcollege142.edu.in,,info@davangereengineeringcollege142.edu.in,2022,CSE|ECE|ME|Civil|AI|DS
Bengaluru Rural Engineering College 143,Bengaluru Rural,Engineering,201,4.5,1481532,"Engineering college in Bengaluru Rural, Karnataka",https://bengalurururalengineeringcollege143.edu.in,,info@bengalurururalengineeringcollege143.edu.in,1986,CSE|ECE|ME|Civil|AI|DS
Kalaburagi PU College 144,Kalaburagi,PU,337,3.9,508120,"PU college in Kalaburagi, Karnataka",https://kalaburagipucollege144.edu.in,,info@kalaburagipucollege144.edu.in,1991,PUC Science|Commerce|Arts
Koppal Degree College 145,Koppal,Degree,444,4.8,1392540,"Degree college in Koppal, Karnataka",https://koppaldegreecollege145.edu.in,,info@koppaldegreecollege145.edu.in,1994,BA|BSc|BCom|BBA|BCA
Bidar Medical College 146,Bidar,Medical,362,3.8,1262721,"Medical college in Bidar, Karnataka",https://bidarmedicalcollege146.edu.in,,info@bidarmedicalcollege146.edu.in,1990,MBBS|MD|MS|BDS
Hassan PU College 147,Hassan,PU,188,4.3,52616,"PU college in Hassan, Karnataka",https://hassanpucollege147.edu.in,,info@hassanpucollege147.edu.in,2010,PUC Science|Commerce|Arts
Raichur Medical College 148,Raichur,Medical,120,3.5,1420285,"Medical college in Raichur, Karnataka",https://raichurmedicalcollege148.edu.in,,info@raichurmedicalcollege148.edu.in,1994,MBBS|MD|MS|BDS
Tumakuru Degree College 149,Tumakuru,Degree,55,3.5,1439077,"Degree college in Tumakuru, Karnataka",https://tumakurudegreecollege149.edu.in,,info@tumakurudegreecollege149.edu.in,2013,BA|BSc|BCom|BBA|BCA
Dharwad PU College 150,Dharwad,PU,119,4.0,928546,"PU college in Dharwad, Karnataka",https://dharwadpucollege150.edu.in,,info@dharwadpucollege150.edu.in,1969,PUC Science|Commerce|Arts
Bengaluru Rural PU College 151,Bengaluru Rural,PU,29,3.5,1371168,"PU college in Bengaluru Rural, Karnataka",https://bengalurururalpucollege151.edu.in,,info@bengalurururalpucollege151.edu.in,1973,PUC Science|Commerce|Arts
Shivamogga Engineering College 152,Shivamogga,Engineering,225,4.1,306620,"Engineering college in Shivamogga, Karnataka",https://shivamoggaengineeringcollege152.edu.in,,info@shivamoggaengineeringcollege152.edu.in,1958,CSE|ECE|ME|Civil|AI|DS
Hassan PU College 153,Hassan,PU,108,4.8,850788,"PU college in Hassan, Karnataka",https://hassanpucollege153.edu.in,,info@hassanpucollege153.edu.in,1956,PUC Science|Commerce|Arts
Davangere Degree College 154,Davangere,Degree,87,4.0,1203126,"Degree college in Davangere, Karnataka",https://davangeredegreecollege154.edu.in,,info@davangeredegreecollege154.edu.in,1987,BA|BSc|BCom|BBA|BCA
Raichur Medical College 155,Raichur,Medical,179,3.6,833544,"Medical college in Raichur, Karnataka",https://raichurmedicalcollege155.edu.in,,info@raichurmedicalcollege155.edu.in,1961,MBBS|MD|MS|BDS
Dakshina Kannada Medical College 156,Dakshina Kannada,Medical,169,4.8,1262923,"Medical college in Dakshina Kannada, Karnataka",https://dakshinakannadamedicalcollege156.edu.in,,info@dakshinakannadamedicalcollege156.edu.in,2020,MBBS|MD|MS|BDS
Kalaburagi PU College 157,Kalaburagi,PU,147,4.7,216598,"PU college in Kalaburagi, Karnataka",https://kalaburagipucollege157.edu.in,,info@kalaburagipucollege157.edu.in,1991,PUC Science|Commerce|Arts
Chikkamagaluru Degree College 158,Chikkamagaluru,Degree,461,4.6,415923,"Degree college in Chikkamagaluru, Karnataka",https://chikkamagalurudegreecollege158.edu.in,,info@chikkamagalurudegreecollege158.edu.in,1966,BA|BSc|BCom|BBA|BCA
Mandya Engineering College 159,Mandya,Engineering,353,3.7,1048901,"Engineering college in Mandya, Karnataka",https://mandyaengineeringcollege159.edu.in,,info@mandyaengineeringcollege159.edu.in,1992,CSE|ECE|ME|Civil|AI|DS
Chitradurga PU College 160,Chitradurga,PU,413,3.6,308223,"PU college in Chitradurga, Karnataka",https://chitradurgapucollege160.edu.in,,info@chitradurgapucollege160.edu.in,2006,PUC Science|Commerce|Arts
Belagavi Medical College 161,Belagavi,Medical,257,4.5,548283,"Medical college in Belagavi, Karnataka",https://belagavimedicalcollege161.edu.in,,info@belagavimedicalcollege161.edu.in,1954,MBBS|MD|MS|BDS
Shivamogga PU College 162,Shivamogga,PU,113,4.1,1047345,"PU college in Shivamogga, Karnataka",https://shivamoggapucollege162.edu.in,,info@shivamoggapucollege162.edu.in,2003,PUC Science|Commerce|Arts
Bengaluru Rural PU College 163,Bengaluru Rural,PU,25,4.6,294023,"PU college in Bengaluru Rural, Karnataka",https://bengalurururalpucollege163.edu.in,,info@bengalurururalpucollege163.edu.in,1972,PUC Science|Commerce|Arts
Chitradurga Degree College 164,Chitradurga,Degree,226,3.9,1011693,"Degree college in Chitradurga, Karnataka",https://chitradurgadegreecollege164.edu.in,,info@chitradurgadegreecollege164.edu.in,1951,BA|BSc|BCom|BBA|BCA
Bidar Engineering College 165,Bidar,Engineering,222,3.7,867257,"Engineering college in Bidar, Karnataka",https://bidarengineeringcollege165.edu.in,,info@bidarengineeringcollege165.edu.in,2000,CSE|ECE|ME|Civil|AI|DS
Bidar Engineering College 166,Bidar,Engineering,289,4.0,1037004,"Engineering college in Bidar, Karnataka",https://bidarengineeringcollege166.edu.in,,info@bidarengineeringcollege166.edu.in,1975,CSE|ECE|ME|Civil|AI|DS
Tumakuru Engineering College 167,Tumakuru,Engineering,78,3.9,728100,"Engineering college in Tumakuru, Karnataka",https://tumakuruengineeringcollege167.edu.in,,info@tumakuruengineeringcollege167.edu.in,2000,CSE|ECE|ME|Civil|AI|DS
Dharwad Engineering College 168,Dharwad,Engineering,389,4.8,37761,"Engineering college in Dharwad, Karnataka",https://dharwadengineeringcollege168.edu.in,,info@dharwadengineeringcollege168.edu.in,1953,CSE|ECE|ME|Civil|AI|DS
Koppal Degree College 169,Koppal,Degree,314,3.7,1396803,"Degree college in Koppal, Karnataka",https://koppaldegreecollege169.edu.in,,info@koppaldegreecollege169.edu.in,1986,BA|BSc|BCom|BBA|BCA
Udupi Degree College 170,Udupi,Degree,370,4.2,246704,"Degree college in Udupi, Karnataka",https://udupidegreecollege170.edu.in,,info@udupidegreecollege170.edu.in,2010,BA|BSc|BCom|BBA|BCA
Shivamogga PU College 171,Shivamogga,PU,82,4.8,1335144,"PU college in Shivamogga, Karnataka",https://shivamoggapucollege171.edu.in,,info@shivamoggapucollege171.edu.in,1983,PUC Science|Commerce|Arts
Bidar PU College 172,Bidar,PU,486,4.8,654623,"PU college in Bidar, Karnataka",https://bidarpucollege172.edu.in,,info@bidarpucollege172.edu.in,1980,PUC Science|Commerce|Arts
Chikkamagaluru Degree College 173,Chikkamagaluru,Degree,27,4.2,1359834,"Degree college in Chikkamagaluru, Karnataka",https://chikkamagalurudegreecollege173.edu.in,,info@chikkamagalurudegreecollege173.edu.in,2014,BA|BSc|BCom|BBA|BCA
Chikkamagaluru Medical College 174,Chikkamagaluru,Medical,441,4.6,408778,"Medical college in Chikkamagaluru, Karnataka",https://chikkamagalurumedicalcollege174.edu.in,,info@chikkamagalurumedicalcollege174.edu.in,1988,MBBS|MD|MS|BDS
Raichur Medical College 175,Raichur,Medical,500,4.8,596879,"Medical college in Raichur, Karnataka",https://raichurmedicalcollege175.edu.in,,info@raichurmedicalcollege175.edu.in,1951,MBBS|MD|MS|BDS
Tumakuru Engineering College 176,Tumakuru,Engineering,73,4.3,936647,"Engineering college in Tumakuru, Karnataka",https://tumakuruengineeringcollege176.edu.in,,info@tumakuruengineeringcollege176.edu.in,2008,CSE|ECE|ME|Civil|AI|DS
Davangere PU College 177,Davangere,PU,195,4.1,112951,"PU college in Davangere, Karnataka",https://davangerepucollege177.edu.in,,info@davangerepucollege177.edu.in,1978,PUC Science|Commerce|Arts
Dharwad PU College 178,Dharwad,PU,281,3.9,1233566,"PU college in Dharwad, Karnataka",https://dharwadpucollege178.edu.in,,info@dharwadpucollege178.edu.in,1971,PUC Science|Commerce|Arts
Dakshina Kannada PU College 179,Dakshina Kannada,PU,500,4.1,1347406,"PU college in Dakshina Kannada, Karnataka",https://dakshinakannadapucollege179.edu.in,,info@dakshinakannadapucollege179.edu.in,2010,PUC Science|Commerce|Arts
Dakshina Kannada Degree College 180,Dakshina Kannada,Degree,243,3.8,1084503,"Degree college in Dakshina Kannada, Karnataka",https://dakshinakannadadegreecollege180.edu.in,,info@dakshinakannadadegreecollege180.edu.in,2021,BA|BSc|BCom|BBA|BCA
Dharwad Degree College 181,Dharwad,Degree,196,3.6,971813,"Degree college in Dharwad, Karnataka",https://dharwaddegreecollege181.edu.in,,info@dharwaddegreecollege181.edu.in,1965,BA|BSc|BCom|BBA|BCA
Dharwad PU College 182,Dharwad,PU,218,3.5,277456,"PU college in Dharwad, Karnataka",https://dharwadpucollege182.edu.in,,info@dharwadpucollege182.edu.in,1956,PUC Science|Commerce|Arts
Bengaluru Rural Medical College 183,Bengaluru Rural,Medical,163,4.7,625276,"Medical college in Bengaluru Rural, Karnataka",https://bengalurururalmedicalcollege183.edu.in,,info@bengalurururalmedicalcollege183.edu.in,1983,MBBS|MD|MS|BDS
Mysuru Degree College 184,Mysuru,Degree,11,4.6,1166457,"Degree college in Mysuru, Karnataka",https://mysurudegreecollege184.edu.in,,info@mysurudegreecollege184.edu.in,1955,BA|BSc|BCom|BBA|BCA
Koppal Degree College 185,Koppal,Degree,383,4.2,1385228,"Degree college in Koppal, Karnataka",https://koppaldegreecollege185.edu.in,,info@koppaldegreecollege185.edu.in,2019,BA|BSc|BCom|BBA|BCA
Dharwad PU College 186,Dharwad,PU,313,4.2,1465843,"PU college in Dharwad, Karnataka",https://dharwadpucollege186.edu.in,,info@dharwadpucollege186.edu.in,1989,PUC Science|Commerce|Arts
Mysuru Degree College 187,Mysuru,Degree,469,3.7,1158791,"Degree college in Mysuru, Karnataka",https://mysurudegreecollege187.edu.in,,info@mysurudegreecollege187.edu.in,1958,BA|BSc|BCom|BBA|BCA
Mandya Medical College 188,Mandya,Medical,365,3.7,1032476,"Medical college in Mandya, Karnataka",https://mandyamedicalcollege188.edu.in,,info@mandyamedicalcollege188.edu.in,1957,MBBS|MD|MS|BDS
Koppal Engineering College 189,Koppal,Engineering,109,3.7,1414784,"Engineering college in Koppal, Karnataka",https://koppalengineeringcollege189.edu.in,,info@koppalengineeringcollege189.edu.in,1966,CSE|ECE|ME|Civil|AI|DS
Shivamogga Degree College 190,Shivamogga,Degree,147,4.9,221380,"Degree college in Shivamogga, Karnataka",https://shivamoggadegreecollege190.edu.in,,info@shivamoggadegreecollege190.edu.in,1986,BA|BSc|BCom|BBA|BCA
Ballari Engineering College 191,Ballari,Engineering,113,4.8,667566,"Engineering college in Ballari, Karnataka",https://ballariengineeringcollege191.edu.in,,info@ballariengineeringcollege191.edu.in,1958,CSE|ECE|ME|Civil|AI|DS
Dharwad Degree College 192,Dharwad,Degree,489,4.9,268100,"Degree college in Dharwad, Karnataka",https://dharwaddegreecollege192.edu.in,,info@dharwaddegreecollege192.edu.in,1986,BA|BSc|BCom|BBA|BCA
Bengaluru Urban Degree College 193,Bengaluru Urban,Degree,143,4.0,531158,"Degree college in Bengaluru Urban, Karnataka",https://bengaluruurbandegreecollege193.edu.in,,info@bengaluruurbandegreecollege193.edu.in,1955,BA|BSc|BCom|BBA|BCA
Koppal Medical College 194,Koppal,Medical,425,4.0,273124,"Medical college in Koppal, Karnataka",https://koppalmedicalcollege194.edu.in,,info@koppalmedicalcollege194.edu.in,1996,MBBS|MD|MS|BDS
Mysuru PU College 195,Mysuru,PU,36,4.3,99169,"PU college in Mysuru, Karnataka",https://mysurupucollege195.edu.in,,info@mysurupucollege195.edu.in,1982,PUC Science|Commerce|Arts
Bengaluru Rural Medical College 196,Bengaluru Rural,Medical,441,4.6,1103874,"Medical college in Bengaluru Rural, Karnataka",https://bengalurururalmedicalcollege196.edu.in,,info@bengalurururalmedicalcollege196.edu.in,1965,MBBS|MD|MS|BDS
Tumakuru PU College 197,Tumakuru,PU,411,3.8,973295,"PU college in Tumakuru, Karnataka",https://tumakurupucollege197.edu.in,,info@tumakurupucollege197.edu.in,1997,PUC Science|Commerce|Arts
Bengaluru Urban Engineering College 198,Bengaluru Urban,Engineering,491,4.5,1384662,"Engineering college in Bengaluru Urban, Karnataka",https://bengaluruurbanengineeringcollege198.edu.in,,info@bengaluruurbanengineeringcollege198.edu.in,2011,CSE|ECE|ME|Civil|AI|DS
Dharwad PU College 199,Dharwad,PU,413,4.1,535948,"PU college in Dharwad, Karnataka",https://dharwadpucollege199.edu.in,,info@dharwadpucollege199.edu.in,1982,PUC Science|Commerce|Arts
Tumakuru Medical College 200,Tumakuru,Medical,264,4.3,1435065,"Medical college in Tumakuru, Karnataka",https://tumakurumedicalcollege200.edu.in,,info@tumakurumedicalcollege200.edu.in,1952,MBBS|MD|MS|BDS
Bengaluru Rural Degree College 201,Bengaluru Rural,Degree,177,3.6,44867,"Degree college in Bengaluru Rural, Karnataka",https://bengalurururaldegreecollege201.edu.in,,info@bengalurururaldegreecollege201.edu.in,1954,BA|BSc|BCom|BBA|BCA
Kalaburagi PU College 202,Kalaburagi,PU,230,4.0,312906,"PU college in Kalaburagi, Karnataka",https://kalaburagipucollege202.edu.in,,info@kalaburagipucollege202.edu.in,1982,PUC Science|Commerce|Arts
Raichur Engineering College 203,Raichur,Engineering,380,4.8,1398309,"Engineering college in Raichur, Karnataka",https://raichurengineeringcollege203.edu.in,,info@raichurengineeringcollege203.edu.in,1987,CSE|ECE|ME|Civil|AI|DS
Davangere Engineering College 204,Davangere,Engineering,481,4.1,1262919,"Engineering college in Davangere, Karnataka",https://davangereengineeringcollege204.edu.in,,info@davangereengineeringcollege204.edu.in,1968,CSE|ECE|ME|Civil|AI|DS
Mandya PU College 205,Mandya,PU,161,4.7,622754,"PU college in Mandya, Karnataka",https://mandyapucollege205.edu.in,,info@mandyapucollege205.edu.in,1950,PUC Science|Commerce|Arts
Bidar Degree College 206,Bidar,Degree,180,4.4,461127,"Degree college in Bidar, Karnataka",https://bidardegreecollege206.edu.in,,info@bidardegreecollege206.edu.in,1977,BA|BSc|BCom|BBA|BCA
Bengaluru Urban Engineering College 207,Bengaluru Urban,Engineering,61,4.8,1239316,"Engineering college in Bengaluru Urban, Karnataka",https://bengaluruurbanengineeringcollege207.edu.in,,info@bengaluruurbanengineeringcollege207.edu.in,1970,CSE|ECE|ME|Civil|AI|DS
Chitradurga Engineering College 208,Chitradurga,Engineering,148,4.1,1439695,"Engineering college in Chitradurga, Karnataka",https://chitradurgaengineeringcollege208.edu.in,,info@chitradurgaengineeringcollege208.edu.in,2000,CSE|ECE|ME|Civil|AI|DS
Bengaluru Rural Degree College 209,Bengaluru Rural,Degree,374,4.8,1481992,"Degree college in Bengaluru Rural, Karnataka",https://bengalurururaldegreecollege209.edu.in,,info@bengalurururaldegreecollege209.edu.in,1976,BA|BSc|BCom|BBA|BCA
Dharwad Medical College 210,Dharwad,Medical,167,4.5,264342,"Medical college in Dharwad, Karnataka",https://dharwadmedicalcollege210.edu.in,,info@dharwadmedicalcollege210.edu.in,1952,MBBS|MD|MS|BDS
Bidar Degree College 211,Bidar,Degree,433,4.8,650374,"Degree college in Bidar, Karnataka",https://bidardegreecollege211.edu.in,,info@bidardegreecollege211.edu.in,1962,BA|BSc|BCom|BBA|BCA
Hassan Medical College 212,Hassan,Medical,99,4.5,1294754,"Medical college in Hassan, Karnataka",https://hassanmedicalcollege212.edu.in,,info@hassanmedicalcollege212.edu.in,2004,MBBS|MD|MS|BDS
Koppal Medical College 213,Koppal,Medical,128,4.4,356192,"Medical college in Koppal, Karnataka",https://koppalmedicalcollege213.edu.in,,info@koppalmedicalcollege213.edu.in,1970,MBBS|MD|MS|BDS
Hassan Medical College 214,Hassan,Medical,347,4.1,1145258,"Medical college in Hassan, Karnataka",https://hassanmedicalcollege214.edu.in,,info@hassanmedicalcollege214.edu.in,2007,MBBS|MD|MS|BDS
Tumakuru Engineering College 215,Tumakuru,Engineering,249,4.8,219662,"Engineering college in Tumakuru, Karnataka",https://tumakuruengineeringcollege215.edu.in,,info@tumakuruengineeringcollege215.edu.in,2000,CSE|ECE|ME|Civil|AI|DS
Bidar Medical College 216,Bidar,Medical,222,4.5,622944,"Medical college in Bidar, Karnataka",https://bidarmedicalcollege216.edu.in,,info@bidarmedicalcollege216.edu.in,1994,MBBS|MD|MS|BDS
